PlantaPorteria_num,ClaveTransportista_num,EmpresaTransportista_num,IdentificacionChofer_num,NumeroProveedor_num,UsuarioPermisoCirculacionIngreso_num,UsuarioEgreso_num,UsuarioPesadaEntrada_num,UsuarioControla_num,UsuarioInsAuditoria_num,UsuarioInspeccion_num,UsuarioDescarga_num,UsuarioPesadaSalida_num
1,89,98,880,2,11,12,2,23,1,14,14,2
1,86,34,285,20,23,24,2,27,1,5,5,2
1,86,34,360,20,11,44,2,23,1,19,19,2
1,88,76,1457,22,33,44,2,17,1,21,21,2
1,122,72,1542,3,11,44,2,17,1,19,19,2
1,122,72,1785,3,23,44,2,17,6,8,8,2
1,18,114,1281,19,11,12,2,17,1,21,21,2
1,122,72,1785,3,42,44,2,23,1,8,8,2
1,86,34,406,20,23,24,2,19,1,14,14,2
1,63,107,758,1,11,12,2,17,1,21,21,2
1,63,107,764,20,11,9,2,23,1,19,19,2
1,89,98,684,2,33,12,2,27,1,21,21,2
1,86,34,508,20,8,12,2,19,1,14,14,2
1,86,34,763,20,8,9,2,19,6,5,5,2
1,63,107,911,1,33,44,2,17,1,5,5,2
1,9,35,763,20,11,40,2,17,1,21,21,2
1,122,72,1770,3,11,24,2,17,1,21,21,2
1,63,107,582,1,11,24,2,17,1,21,19,2
1,59,54,84,18,11,24,2,17,1,19,19,2
1,86,34,52,20,11,12,2,17,1,5,5,2
1,63,107,868,51,11,24,2,17,1,19,19,2
1,13,50,454,18,33,44,2,27,14,14,14,2
1,18,114,1252,19,42,34,2,23,1,14,14,2
1,89,98,683,2,23,24,2,19,1,5,5,2
1,85,80,511,2,23,9,2,17,1,5,5,2
1,144,80,928,22,23,12,2,19,1,21,21,2
1,86,34,573,20,23,12,2,19,1,21,21,2
1,89,98,1039,2,11,12,2,17,21,21,21,2
1,63,107,614,1,42,44,2,23,1,19,19,2
1,86,34,52,20,42,44,2,23,1,19,19,2
1,63,107,582,1,33,12,2,27,1,14,14,2
1,89,98,831,2,33,12,2,17,21,21,21,2
1,63,107,868,1,8,34,2,27,1,14,14,2
1,89,98,831,2,33,12,2,27,1,21,21,2
1,138,86,1449,22,8,12,2,19,1,5,5,2
1,63,107,843,1,33,34,2,23,1,19,19,2
1,86,34,505,20,33,34,2,23,1,19,19,2
1,86,34,486,20,33,34,2,19,1,14,14,2
1,8,58,822,2,8,12,2,23,1,19,19,2
1,86,34,505,20,8,9,2,23,19,19,19,2
1,63,107,582,1,8,9,2,23,19,19,19,2
1,86,34,319,20,11,12,2,17,1,21,21,2
1,13,50,874,6,11,40,2,17,1,19,19,2
1,63,107,815,51,11,40,2,17,1,19,19,2
1,69,20,1248,96,33,24,2,19,14,14,14,2
1,9,35,573,20,23,24,2,19,1,14,14,2
1,86,34,313,20,11,12,2,17,9,8,8,2
1,63,107,868,1,33,44,2,27,1,14,14,2
1,63,107,758,51,8,24,2,27,14,14,14,2
1,63,107,838,51,8,9,2,27,1,14,14,2
1,86,34,763,20,23,24,2,19,1,14,14,2
1,86,34,504,20,23,24,2,19,1,14,14,2
1,121,133,1437,2,42,12,2,27,1,8,8,2
1,63,107,841,20,23,24,2,19,1,14,14,2
1,89,98,683,2,23,12,2,19,1,21,21,2
1,86,34,573,20,33,34,2,27,1,14,14,2
1,87,139,310,8,33,12,2,27,14,21,21,2
1,86,34,360,20,42,44,2,19,21,21,21,2
1,18,114,1352,19,39,40,2,23,1,19,19,2
1,88,76,1799,22,11,40,2,17,1,19,19,2
1,63,107,868,51,42,40,2,23,1,19,19,2
1,63,107,807,20,39,40,2,23,19,19,19,2
1,63,107,837,20,11,12,2,17,1,21,21,2
1,63,107,931,1,11,24,2,17,1,19,19,2
1,89,98,1039,2,11,24,2,17,1,19,19,2
1,59,54,748,18,23,24,2,19,1,14,14,2
1,63,107,980,51,8,9,2,17,9,8,8,2
1,63,107,807,20,11,12,2,17,1,21,21,2
1,13,50,454,18,11,44,2,17,1,19,19,2
1,63,107,980,1,42,44,2,23,19,19,19,2
1,121,133,1437,2,42,34,2,23,1,14,14,2
1,89,98,1412,22,11,9,2,17,1,19,19,2
1,122,72,1775,3,45,12,2,27,1,21,21,2
1,87,139,967,8,33,12,2,27,1,21,21,2
1,89,98,297,2,11,12,2,23,1,21,21,2
1,87,139,295,8,42,44,2,19,1,21,21,2
1,89,98,683,2,33,14,2,27,1,5,5,2
1,9,35,406,20,33,34,2,27,1,14,14,2
1,18,114,1755,19,42,24,2,17,1,14,14,2
1,89,98,683,2,13,24,2,17,1,19,19,2
1,89,98,133,2,11,12,2,17,1,19,19,2
1,86,34,508,20,23,24,2,23,1,19,19,2
1,63,107,764,20,23,24,2,23,1,19,19,2
1,144,80,928,22,23,34,2,23,1,14,14,2
1,63,107,1091,1,23,34,2,23,1,21,21,2
1,63,107,807,1,8,9,2,23,1,21,21,2
1,86,34,406,20,33,44,2,27,1,8,8,2
1,86,34,52,20,33,24,2,19,6,5,5,2
1,86,34,932,20,42,44,2,23,1,8,8,2
1,63,107,759,20,42,44,2,23,1,8,8,2
1,85,80,1461,49,23,44,2,19,1,8,8,2
1,63,107,545,1,11,12,2,17,1,21,21,2
1,86,34,504,20,42,44,2,23,1,19,19,2
1,86,34,508,20,11,12,2,17,1,21,21,2
1,86,34,406,20,8,34,2,27,1,14,14,2
1,86,34,52,20,11,12,2,17,1,5,5,2
1,86,34,406,20,33,12,2,27,1,14,14,2
1,144,80,928,22,8,12,2,19,1,5,5,2
1,86,34,932,20,13,12,2,23,1,14,14,2
1,86,34,505,20,13,12,2,23,1,14,14,2
1,59,54,282,18,42,34,2,23,1,19,19,2
1,63,107,1001,20,33,34,2,23,1,19,19,2
1,130,90,1206,96,33,34,2,19,1,14,14,2
1,89,98,1038,2,33,12,2,19,1,21,21,2
1,8,58,8,6,33,12,2,17,1,21,21,2
1,63,107,843,51,11,12,2,17,1,21,21,2
1,121,133,1444,22,11,40,2,17,1,19,19,2
1,18,114,1345,19,23,12,2,22,14,14,14,2
1,87,139,689,8,33,9,2,23,1,14,14,2
1,86,34,932,20,8,34,2,23,1,21,21,2
1,63,107,980,51,33,44,2,27,1,14,14,2
1,63,107,868,1,11,12,2,17,1,8,8,2
1,130,90,1248,96,11,12,2,17,1,8,8,2
1,63,107,838,20,42,24,2,27,1,5,5,2
1,85,80,511,2,23,44,2,19,1,14,14,2
1,121,133,1437,2,42,44,2,23,1,8,8,2
1,125,38,1445,49,33,12,2,19,1,14,14,2
1,87,139,794,2,42,34,2,23,1,14,14,2
1,89,98,297,2,33,12,2,19,1,14,14,2
1,85,80,1421,2,11,12,2,17,1,21,21,2
1,63,107,807,20,11,12,2,17,1,21,21,2
1,89,98,831,2,11,12,2,27,1,14,14,2
1,85,80,1456,2,8,9,2,19,1,5,5,2
1,63,107,841,20,11,24,2,27,1,5,5,2
1,63,107,815,51,23,34,2,27,1,5,5,2
1,63,107,544,1,11,12,2,23,1,14,14,2
1,67,83,455,57,33,34,2,17,1,5,5,2
1,63,107,843,1,33,12,2,19,1,21,21,2
1,59,54,748,18,11,9,2,23,19,19,19,2
1,144,80,739,22,8,34,2,27,14,14,14,2
1,9,35,406,20,8,34,2,27,1,14,14,2
1,63,107,1091,20,23,24,2,19,1,14,14,2
1,85,80,358,2,23,9,2,19,1,14,14,2
1,63,107,1001,1,42,44,2,27,1,8,8,2
1,86,34,90,20,42,44,2,27,9,8,8,2
1,59,54,748,18,42,44,2,27,9,8,8,2
1,86,34,360,20,11,12,2,23,1,19,19,2
1,9,35,245,12,23,24,2,19,1,14,14,2
1,89,98,133,2,23,24,2,19,1,14,14,2
1,85,80,511,2,23,12,2,19,14,21,21,2
1,86,34,406,20,33,34,2,19,1,14,14,2
1,86,34,573,20,33,12,2,19,1,14,14,2
1,63,107,838,36,33,12,2,19,1,14,14,2
1,63,107,1001,20,33,12,2,27,1,14,14,2
1,59,54,912,18,11,34,2,27,1,21,21,2
1,85,80,511,2,42,44,2,19,1,21,21,2
1,63,107,730,1,8,9,2,27,1,14,14,2
1,9,35,724,12,11,12,2,17,21,21,21,2
1,85,80,1260,19,47,40,2,19,1,19,19,2
1,63,107,815,51,13,12,2,17,1,21,21,2
1,86,34,52,20,11,12,2,17,6,5,5,2
1,59,54,748,18,11,24,2,17,1,19,19,2
1,86,34,313,20,23,34,2,19,1,14,14,2
1,86,34,406,20,42,12,2,27,1,8,8,2
1,59,54,873,18,42,44,2,27,9,8,8,2
1,63,107,931,1,42,44,2,23,9,8,8,2
1,86,34,313,20,23,24,2,19,1,14,14,2
1,86,34,687,20,8,9,2,23,1,19,19,2
1,63,107,980,1,8,9,2,23,1,19,19,2
1,86,34,508,20,8,9,2,19,1,19,19,2
1,86,34,313,20,33,12,2,27,1,14,14,2
1,62,82,1445,49,11,34,2,27,1,21,21,2
1,63,107,838,20,11,34,2,27,1,14,14,2
1,86,34,486,20,33,34,2,17,1,5,5,2
1,63,107,837,20,11,12,2,23,19,19,19,2
1,144,80,1602,22,33,44,2,17,1,21,21,2
1,85,80,823,54,8,34,2,23,1,21,21,2
1,122,72,1770,3,8,44,2,27,1,14,14,2
1,63,107,980,51,47,9,2,19,1,14,14,2
1,86,34,338,20,8,9,2,19,1,14,14,2
1,122,72,1777,3,23,9,2,19,1,8,8,2
1,86,34,573,20,23,24,2,19,1,5,5,2
1,89,98,831,2,42,44,2,23,1,8,8,2
1,63,107,730,1,33,12,2,17,1,21,21,2
1,63,107,582,1,11,12,2,23,1,19,19,2
1,89,98,133,2,11,12,2,17,1,21,21,2
1,144,80,928,22,11,12,2,17,1,21,21,2
1,63,107,544,1,8,9,2,19,19,19,19,2
1,86,34,52,20,8,9,2,19,1,5,5,2
1,86,34,360,20,33,12,2,17,1,14,14,2
1,63,107,837,20,11,12,2,23,1,14,14,2
1,144,80,928,22,42,44,2,19,21,21,21,2
1,144,80,739,22,42,44,2,19,1,19,19,2
1,86,34,913,20,42,44,2,19,1,19,19,2
1,86,34,384,20,42,44,2,23,1,19,19,2
1,122,72,1786,3,42,34,2,23,1,14,14,2
1,59,54,748,18,33,34,2,19,1,14,14,2
1,144,80,739,22,11,9,2,17,1,19,19,2
1,89,98,297,2,8,34,2,23,1,19,19,2
1,130,90,1206,96,8,34,2,23,1,14,14,2
1,89,98,831,2,8,34,2,23,1,14,14,2
1,86,34,504,20,33,44,2,27,1,14,14,2
1,63,107,1091,20,11,12,2,17,9,8,8,2
1,86,34,763,20,23,24,2,27,1,5,5,2
1,86,34,360,20,42,44,2,17,1,14,14,2
1,85,80,511,2,23,24,2,19,1,5,5,2
1,86,34,763,20,42,44,2,23,1,19,19,2
1,63,107,911,1,11,12,2,17,1,21,21,2
1,86,34,384,20,11,9,2,17,1,19,19,2
1,89,98,1405,22,11,9,2,17,1,21,21,2
1,122,72,1775,3,11,12,2,23,1,5,14,2
1,86,34,360,20,23,34,2,27,1,5,5,2
1,63,107,868,1,11,12,2,23,1,19,19,2
1,18,114,1269,19,42,24,2,23,1,5,5,2
1,85,80,358,2,11,40,2,17,1,19,19,2
1,13,50,681,6,33,12,2,17,1,5,5,2
1,86,34,932,20,23,34,2,23,1,21,21,2
1,86,34,573,20,33,34,2,27,1,21,21,2
1,86,34,338,20,8,9,2,23,1,21,21,2
1,63,107,1001,20,11,12,2,23,1,8,8,2
1,63,107,868,1,33,12,2,19,1,21,21,2
1,86,34,763,20,8,9,2,17,1,21,21,2
1,63,107,544,1,11,12,2,27,1,21,21,2
1,85,80,1232,49,8,34,2,23,1,14,14,2
1,63,107,931,1,11,40,2,17,1,21,21,2
1,86,34,687,20,11,12,2,17,1,21,21,2
1,63,107,815,51,11,24,2,17,1,19,19,2
1,63,107,545,1,23,24,2,23,1,19,19,2
1,63,107,614,1,23,34,2,23,1,21,21,2
1,63,107,582,1,23,34,2,23,1,14,14,2
1,63,107,931,1,23,34,2,23,1,14,14,2
1,86,34,360,20,23,24,2,23,1,19,19,2
1,63,107,841,20,23,24,2,23,1,19,19,2
1,63,107,868,51,23,34,2,23,1,14,14,2
1,86,34,505,20,23,34,2,23,1,21,21,2
1,125,38,1232,49,23,34,2,23,1,21,21,2
1,130,90,1248,96,23,34,2,23,1,21,21,2
1,9,35,589,20,23,34,2,23,14,14,14,2
1,63,107,759,51,8,24,2,23,1,14,14,2
1,63,107,614,1,8,9,2,23,1,21,21,2
1,63,107,980,51,8,34,2,23,21,21,21,2
1,89,98,1039,2,23,24,2,27,1,14,14,2
1,63,107,1001,1,23,44,2,19,1,14,14,2
1,86,34,508,20,42,44,2,23,9,8,8,2
1,85,80,358,2,42,24,2,23,9,5,5,2
1,63,107,1001,20,42,44,2,23,1,8,8,2
1,86,34,406,20,23,24,2,19,1,5,5,2
1,89,98,831,2,23,24,2,19,1,5,5,2
1,86,34,763,20,8,9,2,17,9,8,8,2
1,86,34,384,20,42,44,2,23,1,8,8,2
1,63,107,764,36,42,44,2,23,1,8,8,2
1,69,20,1248,96,11,12,2,17,21,21,21,2
1,121,133,1444,22,11,9,2,17,1,19,19,2
1,87,139,453,8,8,12,2,19,1,14,14,2
1,63,107,868,1,11,12,2,23,1,14,14,2
1,63,107,838,20,42,34,2,23,1,19,19,2
1,86,34,687,20,11,12,2,17,1,21,21,2
1,86,34,90,20,11,12,2,17,1,8,8,2
1,69,20,1248,96,11,44,2,27,1,8,8,2
1,89,98,831,2,11,24,2,23,1,5,5,2
1,89,98,1038,2,42,24,2,23,1,5,5,2
1,9,35,724,12,23,24,2,19,1,5,5,2
1,18,114,1279,19,11,9,2,17,1,19,19,2
1,89,98,1456,2,42,24,2,23,9,14,14,2
1,63,107,730,1,23,24,2,19,1,14,14,2
1,89,98,1405,22,33,12,2,19,1,21,21,2
1,63,107,980,1,11,9,2,17,1,19,19,2
1,67,83,736,22,11,9,2,17,1,21,21,2
1,86,34,204,20,33,12,2,27,1,21,21,2
1,86,34,90,20,11,12,2,27,1,14,14,2
1,59,54,873,18,11,12,2,27,1,14,14,2
1,85,80,680,65,33,44,2,17,1,21,21,2
1,63,107,931,1,8,9,2,19,1,5,5,2
1,86,34,285,20,11,12,2,23,1,14,14,2
1,63,107,544,1,11,12,2,23,1,14,14,2
1,63,107,978,51,33,12,2,17,1,14,14,2
1,89,98,684,2,11,12,2,23,1,14,14,2
1,89,98,683,2,11,12,2,23,1,14,14,2
1,89,98,831,2,33,44,2,17,1,21,21,2
1,69,20,1248,96,11,12,2,17,9,8,8,2
1,63,107,807,20,23,24,2,19,1,14,14,2
1,59,54,84,18,23,34,2,19,1,14,14,2
1,18,114,1252,19,42,44,2,19,1,21,21,2
1,86,34,52,20,23,24,2,27,1,5,5,2
1,144,80,928,22,42,44,2,23,1,8,8,2
1,59,54,873,18,23,12,2,19,1,21,21,2
1,86,34,204,20,23,12,2,19,1,21,21,2
1,88,76,1457,22,23,12,2,19,1,21,21,2
1,13,50,454,18,11,12,2,17,1,21,21,2
1,89,98,683,2,11,12,2,17,1,21,21,2
1,86,34,504,20,8,9,2,23,1,19,19,2
1,86,34,52,20,8,9,2,19,6,5,5,2
1,63,107,764,20,11,44,2,23,1,19,19,2
1,63,107,911,1,33,34,2,27,1,14,14,2
1,89,98,684,2,11,40,2,17,1,21,21,2
1,63,107,841,20,33,34,2,27,1,21,21,2
1,88,76,1457,22,33,12,2,27,1,19,19,2
1,89,98,831,2,33,12,2,27,1,19,19,2
1,63,107,730,1,33,12,2,27,21,19,19,2
1,122,72,1846,3,33,12,2,27,1,19,19,2
1,63,107,545,1,33,44,2,27,1,19,19,2
1,86,34,285,20,23,34,2,19,1,14,14,2
1,17,99,64,43,23,44,2,19,1,8,8,2
1,86,34,932,20,23,24,2,19,1,14,14,2
1,63,107,582,51,23,24,2,19,1,14,14,2
1,63,107,764,20,8,12,2,19,1,14,14,2
1,85,80,358,2,11,24,2,23,1,5,5,2
1,63,107,1001,20,42,44,2,23,1,8,8,2
1,87,139,794,2,42,24,2,23,1,5,5,2
1,63,107,764,20,23,24,2,19,1,5,5,2
1,18,114,1269,19,13,14,2,17,21,21,21,2
1,63,107,582,1,23,24,2,17,1,5,5,2
1,89,98,1222,2,23,44,2,17,1,8,8,2
1,28,95,404,21,42,34,2,23,1,14,14,2
1,86,34,763,20,8,9,2,23,1,19,19,2
1,86,34,90,20,8,34,2,27,1,14,14,2
1,18,114,1269,19,42,24,2,17,1,14,14,2
1,63,107,837,20,8,9,2,19,1,19,19,2
1,63,107,980,1,8,9,2,19,1,19,19,2
1,89,98,1039,2,11,12,2,27,1,14,14,2
1,87,139,453,8,11,34,2,27,14,14,14,2
1,18,114,1252,19,13,14,2,17,1,21,21,2
1,87,139,664,8,33,44,2,17,6,21,21,2
1,63,107,614,1,8,12,2,19,1,5,5,2
1,86,34,932,20,42,44,2,19,1,21,21,2
1,87,139,844,8,11,12,2,17,21,21,21,2
1,86,34,763,20,8,24,2,23,1,14,14,2
1,63,107,931,1,8,9,2,27,1,14,14,2
1,63,107,807,20,8,34,2,27,1,14,14,2
1,63,107,868,1,23,24,2,27,1,5,5,2
1,86,34,52,20,23,24,2,19,1,5,5,2
1,121,133,1444,2,23,24,2,19,1,5,5,2
1,87,139,908,8,23,24,2,19,6,5,5,2
1,9,35,508,20,42,44,2,23,1,8,8,2
1,63,107,545,1,23,24,2,19,1,14,14,2
1,86,34,1032,20,33,34,2,19,1,14,14,2
1,86,34,486,20,33,12,2,19,1,14,14,2
1,63,107,758,1,11,12,2,17,1,21,21,2
1,63,107,868,1,8,9,2,23,1,19,19,2
1,86,34,90,20,11,24,2,27,1,21,21,2
1,63,107,868,1,33,34,2,17,1,19,19,2
1,63,107,759,1,23,12,2,19,1,8,8,2
1,63,107,807,1,11,12,2,17,9,8,8,2
1,63,107,764,1,33,34,2,23,1,21,21,2
1,86,34,313,20,11,12,2,23,9,8,8,2
1,63,107,758,1,11,12,2,23,1,19,19,2
1,86,34,360,20,42,44,2,17,1,14,14,2
1,87,139,908,8,42,24,2,23,1,14,14,2
1,122,72,1787,3,23,24,2,19,1,5,5,2
1,18,114,1279,19,42,12,2,23,1,21,21,2
1,87,139,794,2,42,24,2,23,1,14,14,2
1,121,133,1437,2,11,34,2,23,1,14,14,2
1,63,107,614,1,8,34,2,23,1,14,14,2
1,63,107,911,1,11,12,2,27,1,14,14,2
1,87,139,844,8,8,9,2,17,1,5,5,2
1,86,34,505,20,11,12,2,23,14,14,14,2
1,63,107,730,51,23,34,2,17,6,5,5,2
1,121,133,1444,22,42,44,2,19,1,21,21,2
1,13,50,688,6,33,12,2,19,1,21,21,2
1,63,107,582,1,11,12,2,17,1,21,21,2
1,86,34,285,20,8,34,2,27,1,14,14,2
1,89,98,297,2,8,9,2,23,21,21,21,2
1,122,72,1778,3,23,24,2,19,1,14,14,2
1,87,139,289,6,33,12,2,19,1,8,8,2
1,86,34,406,20,11,12,2,17,1,8,8,2
1,63,107,614,1,23,24,2,27,1,5,5,2
1,63,107,759,20,42,44,2,17,1,14,14,2
1,63,107,759,20,23,24,2,19,1,14,14,2
1,86,34,384,20,8,9,2,19,1,19,19,2
1,63,107,980,1,8,12,2,19,1,19,19,2
1,63,107,614,1,8,12,2,19,1,14,14,2
1,69,20,1206,96,42,9,2,17,1,21,21,2
1,86,34,589,20,8,9,2,19,1,5,5,2
1,63,107,868,1,33,44,2,17,1,5,5,2
1,89,98,133,2,33,44,2,17,1,21,21,2
1,63,107,838,20,33,34,2,19,1,14,14,2
1,86,34,486,20,33,34,2,27,1,14,14,2
1,63,107,980,1,13,12,2,17,1,21,21,2
1,86,34,360,20,8,9,2,23,1,5,5,2
1,63,107,807,1,23,24,2,19,1,14,14,2
1,86,34,338,20,23,24,2,19,1,14,14,2
1,13,50,272,43,33,12,2,19,1,14,14,2
1,144,80,739,57,33,44,2,27,1,14,14,2
1,89,98,831,2,11,24,2,17,1,14,14,2
1,63,107,582,1,23,24,2,19,1,5,5,2
1,89,98,880,2,23,44,2,17,1,8,8,2
1,86,34,505,20,23,24,2,19,1,14,14,2
1,63,107,545,1,42,44,2,23,1,19,19,2
1,86,34,319,20,11,12,2,17,1,21,21,2
1,122,72,1542,3,11,9,2,17,1,19,19,2
1,86,34,505,20,33,34,2,27,1,14,14,2
1,63,107,841,20,33,34,2,27,14,14,14,2
1,130,90,1206,96,11,12,2,17,1,21,21,2
1,63,107,758,1,11,12,2,27,1,14,14,2
1,63,107,911,1,33,34,2,17,6,5,5,2
1,93,61,1844,6,42,34,2,23,1,14,14,2
1,87,139,1599,8,13,40,2,17,21,19,19,2
1,144,80,928,22,39,40,2,23,1,19,19,2
1,63,107,841,20,33,34,2,27,1,14,14,2
1,63,107,614,1,42,44,2,23,1,8,8,2
1,86,34,90,20,23,24,2,19,1,14,14,2
1,86,34,1032,20,23,24,2,19,1,14,14,2
1,121,133,1444,22,33,34,14,27,1,14,14,2
1,59,54,748,18,11,9,2,17,1,19,19,2
1,144,80,928,22,11,9,2,23,1,14,14,2
1,88,76,1457,22,33,12,2,27,1,5,5,2
1,87,139,844,8,11,12,2,27,1,14,14,2
1,63,107,730,1,11,12,2,27,1,14,14,2
1,62,82,1232,49,11,34,2,27,1,21,21,2
1,63,107,843,1,8,12,2,17,1,5,5,2
1,63,107,980,1,23,12,2,19,1,5,5,2
1,144,80,739,22,11,12,2,23,1,21,21,2
1,86,34,90,20,23,24,2,27,1,5,5,2
1,63,107,843,1,42,44,2,19,1,21,21,2
1,86,34,504,20,33,34,2,19,1,14,14,2
1,86,34,505,20,33,12,2,19,1,14,14,2
1,87,139,967,8,11,12,2,17,1,21,21,2
1,86,34,319,20,8,24,2,23,1,14,14,2
1,130,90,1206,96,11,12,2,17,1,8,8,2
1,63,107,868,1,8,34,2,23,21,21,21,2
1,63,107,759,20,42,44,2,27,1,8,8,2
1,85,80,823,54,42,24,2,27,1,5,5,2
1,63,107,1001,20,8,9,2,17,1,8,8,2
1,63,107,931,1,8,34,2,23,1,19,19,2
1,63,107,838,20,8,12,2,23,1,21,21,2
1,63,107,582,1,33,12,2,27,1,21,21,2
1,67,83,988,22,11,34,2,27,1,14,14,2
1,63,107,931,1,8,12,2,23,1,14,14,2
1,31,2,1041,24,42,44,2,19,1,21,21,2
1,59,54,84,18,8,40,2,23,21,21,21,2
1,89,98,1039,2,33,12,2,17,1,21,21,2
1,63,107,838,51,11,12,2,17,1,21,21,2
1,89,98,880,2,11,40,2,17,1,19,19,2
1,87,139,794,2,39,12,2,23,1,21,21,2
1,86,34,360,20,39,40,2,23,1,19,19,2
1,69,20,1248,96,33,34,2,27,1,14,14,2
1,8,58,8,6,33,12,2,27,1,21,21,2
1,87,139,871,8,33,12,2,27,1,5,5,2
1,86,34,384,20,13,14,2,17,1,21,21,2
1,86,34,508,20,13,12,2,17,1,21,21,2
1,86,34,204,20,11,12,2,17,1,5,5,2
1,63,107,931,1,23,24,2,19,1,14,14,2
1,89,98,831,2,11,9,2,17,1,21,21,2
1,85,80,358,2,11,34,2,17,1,21,21,2
1,63,107,931,1,33,44,2,23,1,14,14,2
1,28,95,135,21,23,9,2,19,14,14,14,2
1,85,80,511,2,23,24,2,19,1,14,14,2
1,86,34,505,20,33,44,2,27,1,8,8,2
1,79,96,1379,90,11,12,2,23,19,19,19,2
1,87,139,310,8,23,9,2,19,1,8,8,2
1,87,139,967,8,42,34,2,23,1,14,14,2
1,63,107,841,20,11,12,2,23,1,14,14,2
1,86,34,90,20,33,34,2,23,1,19,19,2
1,86,34,504,20,33,34,2,23,1,19,19,2
1,85,80,1659,38,11,12,2,17,1,21,21,2
1,63,107,841,20,8,9,2,23,1,19,19,2
1,86,34,360,20,23,24,2,19,1,14,14,2
1,59,54,398,18,23,24,2,19,1,14,14,2
1,63,107,614,1,42,12,2,19,1,14,14,2
1,63,107,807,20,23,24,2,19,1,5,5,2
1,144,80,739,22,23,12,2,19,1,21,21,2
1,138,86,1449,22,23,12,2,19,1,21,21,2
1,89,98,133,2,11,12,2,17,1,14,14,2
1,86,34,319,20,11,12,2,17,1,21,21,2
1,89,98,1038,2,42,34,2,23,1,14,14,2
1,13,50,402,8,42,34,2,23,14,14,14,2
1,63,107,1001,20,11,44,2,23,1,19,19,2
1,63,107,1001,1,33,34,2,17,1,19,19,2
1,63,107,807,20,33,34,2,19,1,14,14,2
1,86,34,505,20,33,34,2,19,1,14,14,2
1,144,80,604,22,11,9,2,17,1,19,19,2
1,67,83,988,22,13,40,2,17,1,19,19,2
1,86,34,486,20,39,34,2,27,1,14,14,2
1,63,107,758,1,33,12,2,27,1,19,19,2
1,122,72,1783,3,11,12,2,23,1,8,8,2
1,63,107,545,1,42,44,2,23,1,8,8,2
1,13,50,454,18,23,44,2,17,1,8,8,2
1,67,83,736,22,33,9,2,17,1,21,21,2
1,8,58,822,2,33,44,2,17,1,21,21,2
1,63,107,931,1,33,34,2,17,1,5,5,2
1,63,107,614,1,42,44,2,19,1,21,21,2
1,86,34,504,20,42,34,2,23,1,19,19,2
1,121,133,1799,22,11,9,2,17,1,19,19,2
1,13,50,454,18,11,9,2,17,1,21,21,2
1,63,107,764,20,11,44,2,17,1,19,19,2
1,18,114,1842,19,23,24,2,19,1,14,14,2
1,18,114,1252,19,23,24,2,19,6,5,5,2
1,63,107,841,1,33,34,2,27,14,14,14,2
1,63,107,1091,1,33,12,2,27,1,21,21,2
1,86,34,508,20,11,40,2,17,1,21,21,2
1,85,80,1358,19,42,24,2,23,1,5,5,2
1,89,98,684,2,33,9,2,23,1,14,14,2
1,63,107,1091,51,33,9,2,23,1,21,21,2
1,86,34,285,20,42,12,2,27,1,8,8,2
1,86,34,313,20,11,12,2,17,1,8,8,2
1,8,58,822,2,42,12,2,27,1,8,8,2
1,63,107,544,1,11,12,2,23,1,8,8,2
1,86,34,505,20,11,12,2,23,1,8,8,2
1,87,139,908,8,42,24,2,27,1,5,5,2
1,79,96,1379,90,8,24,2,27,6,5,5,2
1,9,35,1092,12,8,24,2,27,6,5,5,2
1,89,98,684,2,23,24,2,27,1,5,5,2
1,89,98,683,2,23,24,2,27,1,14,14,2
1,122,72,1774,3,11,24,2,19,1,19,19,2
1,144,80,1602,22,23,24,2,19,1,5,5,2
1,89,98,1412,22,11,34,2,17,21,19,19,2
1,144,80,739,22,42,34,2,23,1,14,14,2
1,85,80,511,2,42,34,2,23,1,19,19,2
1,86,34,319,20,42,44,2,23,19,19,19,2
1,28,95,588,21,42,34,2,23,1,14,14,2
1,63,107,758,1,33,12,2,19,1,21,21,2
1,63,107,841,36,33,12,2,19,1,14,14,2
1,85,80,511,2,11,34,2,23,1,14,14,2
1,63,107,1001,20,11,12,2,23,1,19,19,2
1,91,4,200,37,33,44,2,17,1,21,21,2
1,92,62,1641,6,33,34,2,17,1,21,21,2
1,63,107,980,1,13,12,2,23,1,19,19,2
1,86,34,204,20,13,44,2,19,1,21,21,2
1,63,107,980,51,42,9,2,23,1,21,21,2
1,63,107,614,1,23,24,2,19,1,14,14,2
1,63,107,838,51,33,34,2,23,1,21,21,2
1,86,34,285,20,42,44,2,27,1,8,8,2
1,86,34,504,20,23,24,2,27,1,5,5,2
1,86,34,120,12,23,12,2,19,1,14,14,2
1,59,54,748,18,8,9,2,17,1,8,8,2
1,63,107,759,36,42,24,2,23,1,8,8,2
1,86,34,406,20,23,12,2,19,1,21,21,2
1,8,58,153,2,11,34,2,17,1,21,21,2
1,86,34,52,20,11,12,2,17,21,21,21,2
1,144,80,1602,22,8,44,2,17,1,19,19,2
1,86,34,1083,20,11,12,2,17,1,21,21,2
1,63,107,841,20,11,12,2,27,1,14,14,2
1,144,80,928,22,11,34,2,27,1,21,21,2
1,85,80,1438,41,33,44,2,17,1,21,21,2
1,86,34,504,20,33,12,2,19,1,14,14,2
1,86,34,52,20,11,12,2,17,1,21,21,2
1,63,107,582,1,33,34,2,27,14,14,14,2
